latent_id,a,x,split
2776,25,64,train
2777,25,65,test
2778,25,66,test
2779,25,67,test
2780,25,68,test
2781,25,69,test
2782,25,70,test
2783,25,71,train
2784,25,72,train
2785,25,73,test
2786,25,74,test
2787,25,75,test
2788,25,76,train
2789,25,77,train
2790,25,78,train
2791,25,79,test
2792,25,80,train
2793,25,81,test
2794,25,82,train
2795,25,83,test
2796,25,84,test
2797,25,85,train
2798,25,86,test
2799,25,87,test
2800,25,88,test
2801,25,89,test
2802,25,90,test
2803,25,91,test
2804,25,92,test
2805,25,93,train
2806,25,94,test
2807,25,95,test
2808,25,96,test
2809,25,97,train
2810,25,98,test
2811,25,99,train
2812,25,100,test
2813,25,101,train
2814,25,102,test
2815,25,103,test
2816,25,104,test
2817,25,105,test
2818,25,106,train
2819,25,107,test
2820,25,108,test
2821,25,109,test
2822,25,110,test
2823,25,111,train
2824,25,112,train
2825,26,0,test
2826,26,1,test
2827,26,2,test
2828,26,3,test
2829,26,4,test
2830,26,5,test
2831,26,6,test
2832,26,7,test
2833,26,8,train
2834,26,9,test
2835,26,10,train
2836,26,11,train
2837,26,12,test
2838,26,13,test
2839,26,14,train
2840,26,15,test
2841,26,16,train
2842,26,17,test
2843,26,18,train
2844,26,19,test
2845,26,20,test
2846,26,21,test
2847,26,22,test
2848,26,23,test
2849,26,24,test
2850,26,25,test
2851,26,26,test
2852,26,27,test
2853,26,28,test
2854,26,29,test
2855,26,30,test
2856,26,31,train
2857,26,32,test
2858,26,33,test
2859,26,34,test
2860,26,35,test
2861,26,36,train
2862,26,37,test
2863,26,38,train
2864,26,39,test
2865,26,40,test
2866,26,41,train
2867,26,42,train
2868,26,43,test
2869,26,44,test
2870,26,45,test
2871,26,46,test
2872,26,47,test
2873,26,48,train
2874,26,49,train
2875,26,50,test
2876,26,51,test
2877,26,52,test
2878,26,53,test
2879,26,54,test
2880,26,55,test
2881,26,56,test
2882,26,57,test
2883,26,58,train
2884,26,59,train
2885,26,60,test
2886,26,61,test
2887,26,62,train
2888,26,63,train
2889,26,64,test
2890,26,65,test
2891,26,66,test
2892,26,67,test
2893,26,68,train
2894,26,69,train
2895,26,70,train
2896,26,71,test
2897,26,72,test
2898,26,73,test
2899,26,74,train
2900,26,75,test
2901,26,76,train
2902,26,77,test
2903,26,78,train
2904,26,79,train
2905,26,80,train
2906,26,81,test
2907,26,82,test
2908,26,83,train
2909,26,84,test
2910,26,85,test
2911,26,86,test
2912,26,87,test
2913,26,88,test
2914,26,89,train
2915,26,90,train
2916,26,91,test
2917,26,92,test
2918,26,93,train
2919,26,94,train
2920,26,95,train
2921,26,96,train
2922,26,97,test
2923,26,98,test
2924,26,99,test
2925,26,100,test
2926,26,101,train
2927,26,102,test
2928,26,103,train
2929,26,104,train
2930,26,105,test
2931,26,106,test
2932,26,107,test
2933,26,108,test
2934,26,109,test
2935,26,110,train
2936,26,111,test
2937,26,112,test
2938,27,0,test
2939,27,1,test
2940,27,2,test
2941,27,3,train
2942,27,4,test
2943,27,5,test
2944,27,6,test
2945,27,7,train
2946,27,8,test
2947,27,9,test
2948,27,10,test
2949,27,11,test
2950,27,12,test
2951,27,13,test
2952,27,14,test
2953,27,15,test
2954,27,16,test
2955,27,17,test
2956,27,18,test
2957,27,19,test
2958,27,20,test
2959,27,21,test
2960,27,22,train
2961,27,23,train
2962,27,24,test
2963,27,25,test
2964,27,26,test
2965,27,27,train
2966,27,28,test
2967,27,29,test
2968,27,30,train
2969,27,31,test
2970,27,32,test
2971,27,33,train
2972,27,34,test
2973,27,35,test
2974,27,36,train
2975,27,37,test
2976,27,38,test
2977,27,39,test
2978,27,40,train
2979,27,41,test
2980,27,42,test
2981,27,43,test
2982,27,44,test
2983,27,45,test
2984,27,46,test
2985,27,47,test
2986,27,48,test
2987,27,49,train
2988,27,50,train
2989,27,51,train
2990,27,52,test
2991,27,53,train
2992,27,54,test
2993,27,55,train
2994,27,56,test
2995,27,57,test
2996,27,58,test
2997,27,59,test
2998,27,60,train
2999,27,61,test
3000,27,62,train
3001,27,63,test
3002,27,64,test
3003,27,65,train
3004,27,66,train
3005,27,67,train
3006,27,68,test
3007,27,69,test
3008,27,70,test
3009,27,71,train
3010,27,72,test
3011,27,73,test
3012,27,74,test
3013,27,75,train
3014,27,76,train
3015,27,77,test
3016,27,78,train
3017,27,79,train
3018,27,80,test
3019,27,81,test
3020,27,82,test
3021,27,83,test
3022,27,84,test
3023,27,85,test
3024,27,86,test
3025,27,87,train
3026,27,88,test
3027,27,89,test
3028,27,90,test
3029,27,91,test
3030,27,92,test
3031,27,93,train
3032,27,94,test
3033,27,95,test
3034,27,96,test
3035,27,97,train
3036,27,98,train
3037,27,99,test
3038,27,100,train
3039,27,101,train
3040,27,102,test
3041,27,103,train
3042,27,104,test
3043,27,105,test
3044,27,106,test
3045,27,107,test
3046,27,108,test
3047,27,109,test
3048,27,110,test
3049,27,111,test
3050,27,112,test
3051,28,0,train
3052,28,1,test
3053,28,2,test
3054,28,3,test
3055,28,4,test
3056,28,5,test
3057,28,6,test
3058,28,7,train
3059,28,8,test
3060,28,9,test
3061,28,10,train
3062,28,11,test
3063,28,12,test
3064,28,13,train
3065,28,14,test
3066,28,15,test
3067,28,16,train
3068,28,17,test
3069,28,18,train
3070,28,19,test
3071,28,20,test
3072,28,21,test
3073,28,22,test
3074,28,23,train
3075,28,24,train
3076,28,25,test
3077,28,26,train
3078,28,27,test
3079,28,28,test
3080,28,29,train
3081,28,30,test
3082,28,31,test
3083,28,32,train
3084,28,33,test
3085,28,34,test
3086,28,35,test
3087,28,36,test
3088,28,37,test
3089,28,38,test
3090,28,39,test
3091,28,40,train
3092,28,41,train
3093,28,42,train
3094,28,43,test
3095,28,44,train
3096,28,45,train
3097,28,46,train
3098,28,47,test
3099,28,48,test
3100,28,49,test
3101,28,50,train
3102,28,51,test
3103,28,52,train
3104,28,53,test
3105,28,54,test
3106,28,55,train
3107,28,56,train
3108,28,57,test
3109,28,58,test
3110,28,59,test
3111,28,60,test
3112,28,61,test
3113,28,62,test
3114,28,63,test
3115,28,64,test
3116,28,65,test
3117,28,66,test
3118,28,67,test
3119,28,68,test
3120,28,69,test
3121,28,70,test
3122,28,71,test
3123,28,72,test
3124,28,73,test
3125,28,74,test
3126,28,75,train
3127,28,76,test
3128,28,77,train
3129,28,78,test
3130,28,79,test
3131,28,80,test
3132,28,81,train
3133,28,82,test
3134,28,83,test
3135,28,84,test
3136,28,85,train
3137,28,86,test
3138,28,87,test
3139,28,88,test
3140,28,89,test
3141,28,90,train
3142,28,91,test
3143,28,92,test
3144,28,93,test
3145,28,94,test
3146,28,95,test
3147,28,96,test
3148,28,97,test
3149,28,98,test
3150,28,99,test
3151,28,100,test
3152,28,101,test
3153,28,102,train
3154,28,103,train
3155,28,104,test
3156,28,105,test
3157,28,106,test
3158,28,107,test
3159,28,108,test
3160,28,109,train
3161,28,110,test
3162,28,111,train
3163,28,112,test
3164,29,0,test
3165,29,1,train
3166,29,2,test
3167,29,3,train
3168,29,4,train
3169,29,5,train
3170,29,6,train
3171,29,7,test
3172,29,8,train
3173,29,9,test
3174,29,10,test
3175,29,11,test
3176,29,12,test
3177,29,13,train
3178,29,14,test
3179,29,15,test
3180,29,16,test
3181,29,17,train
3182,29,18,train
3183,29,19,test
3184,29,20,test
3185,29,21,test
3186,29,22,train
3187,29,23,test
3188,29,24,train
3189,29,25,test
3190,29,26,test
3191,29,27,test
3192,29,28,test
3193,29,29,test
3194,29,30,test
3195,29,31,test
3196,29,32,test
3197,29,33,test
3198,29,34,test
3199,29,35,train
3200,29,36,test
3201,29,37,test
3202,29,38,train
3203,29,39,test
3204,29,40,test
3205,29,41,test
3206,29,42,test
3207,29,43,train
3208,29,44,train
3209,29,45,test
3210,29,46,test
3211,29,47,test
3212,29,48,test
3213,29,49,train
3214,29,50,test
3215,29,51,test
3216,29,52,test
3217,29,53,train
3218,29,54,test
3219,29,55,train
3220,29,56,test
3221,29,57,train
3222,29,58,test
3223,29,59,train
3224,29,60,train
3225,29,61,test
3226,29,62,train
3227,29,63,train
3228,29,64,test
3229,29,65,test
3230,29,66,test
3231,29,67,test
3232,29,68,test
3233,29,69,test
3234,29,70,test
3235,29,71,train
3236,29,72,test
3237,29,73,test
3238,29,74,test
3239,29,75,test
3240,29,76,test
3241,29,77,test
3242,29,78,test
3243,29,79,train
3244,29,80,test
3245,29,81,train
3246,29,82,test
3247,29,83,test
3248,29,84,train
3249,29,85,test
3250,29,86,test
3251,29,87,train
3252,29,88,test
3253,29,89,train
3254,29,90,test
3255,29,91,test
3256,29,92,test
3257,29,93,test
3258,29,94,test
3259,29,95,test
3260,29,96,test
3261,29,97,test
3262,29,98,test
3263,29,99,test
3264,29,100,test
3265,29,101,train
3266,29,102,test
3267,29,103,test
3268,29,104,test
3269,29,105,test
3270,29,106,test
3271,29,107,test
3272,29,108,test
3273,29,109,test
3274,29,110,test
3275,29,111,test
3276,29,112,train
3277,30,0,train
3278,30,1,test
3279,30,2,test
3280,30,3,train
3281,30,4,test
3282,30,5,test
3283,30,6,test
3284,30,7,train
3285,30,8,train
3286,30,9,train
3287,30,10,test
3288,30,11,test
3289,30,12,test
3290,30,13,test
3291,30,14,test
3292,30,15,test
3293,30,16,test
3294,30,17,train
3295,30,18,test
3296,30,19,train
3297,30,20,train
3298,30,21,train
3299,30,22,train
3300,30,23,test
3301,30,24,train
3302,30,25,test
3303,30,26,train
3304,30,27,test
3305,30,28,train
3306,30,29,train
3307,30,30,train
3308,30,31,test
3309,30,32,test
3310,30,33,test
3311,30,34,test
3312,30,35,test
3313,30,36,test
3314,30,37,test
3315,30,38,test
3316,30,39,test
3317,30,40,train
3318,30,41,test
3319,30,42,train
3320,30,43,test
3321,30,44,test
3322,30,45,train
3323,30,46,test
3324,30,47,test
3325,30,48,train
3326,30,49,test
3327,30,50,train
3328,30,51,test
3329,30,52,test
3330,30,53,train
3331,30,54,test
3332,30,55,train
3333,30,56,train
3334,30,57,train
3335,30,58,test
3336,30,59,test
3337,30,60,train
3338,30,61,test
3339,30,62,test
3340,30,63,test
3341,30,64,train
3342,30,65,test
3343,30,66,train
3344,30,67,train
3345,30,68,train
3346,30,69,test
3347,30,70,test
3348,30,71,train
3349,30,72,test
3350,30,73,test
3351,30,74,train
3352,30,75,train
3353,30,76,train
3354,30,77,test
3355,30,78,train
3356,30,79,train
3357,30,80,test
3358,30,81,train
3359,30,82,test
3360,30,83,test
3361,30,84,test
3362,30,85,test
3363,30,86,train
3364,30,87,test
3365,30,88,test
3366,30,89,test
3367,30,90,test
3368,30,91,test
3369,30,92,test
3370,30,93,train
3371,30,94,test
3372,30,95,test
3373,30,96,test
3374,30,97,test
3375,30,98,test
3376,30,99,test
3377,30,100,test
3378,30,101,test
3379,30,102,test
3380,30,103,test
3381,30,104,test
3382,30,105,test
3383,30,106,test
3384,30,107,train
3385,30,108,test
3386,30,109,test
3387,30,110,test
3388,30,111,test
3389,30,112,test
3390,31,0,test
3391,31,1,test
3392,31,2,train
3393,31,3,test
3394,31,4,test
3395,31,5,test
3396,31,6,test
3397,31,7,test
3398,31,8,train
3399,31,9,train
3400,31,10,test
3401,31,11,test
3402,31,12,test
3403,31,13,train
3404,31,14,test
3405,31,15,train
3406,31,16,test
3407,31,17,test
3408,31,18,train
3409,31,19,test
3410,31,20,train
3411,31,21,train
3412,31,22,test
3413,31,23,train
3414,31,24,train
3415,31,25,test
3416,31,26,train
3417,31,27,test
3418,31,28,test
3419,31,29,test
3420,31,30,train
3421,31,31,train
3422,31,32,test
3423,31,33,train
3424,31,34,train
3425,31,35,train
3426,31,36,test
3427,31,37,train
3428,31,38,train
3429,31,39,test
3430,31,40,test
3431,31,41,train
3432,31,42,test
3433,31,43,test
3434,31,44,test
3435,31,45,test
3436,31,46,test
3437,31,47,test
3438,31,48,test
3439,31,49,test
3440,31,50,train
3441,31,51,test
3442,31,52,test
3443,31,53,test
3444,31,54,train
3445,31,55,test
3446,31,56,test
3447,31,57,train
3448,31,58,test
3449,31,59,train
3450,31,60,test
3451,31,61,test
3452,31,62,train
3453,31,63,test
3454,31,64,train
3455,31,65,test
3456,31,66,test
3457,31,67,test
3458,31,68,test
3459,31,69,train
3460,31,70,test
3461,31,71,train
3462,31,72,train
3463,31,73,test
3464,31,74,test
3465,31,75,train
3466,31,76,test
3467,31,77,test
3468,31,78,train
3469,31,79,test
3470,31,80,test
3471,31,81,test
3472,31,82,test
3473,31,83,train
3474,31,84,test
3475,31,85,test
3476,31,86,train
3477,31,87,train
3478,31,88,train
3479,31,89,test
3480,31,90,test
3481,31,91,train
3482,31,92,train
3483,31,93,test
3484,31,94,train
3485,31,95,test
3486,31,96,train
3487,31,97,test
3488,31,98,test
3489,31,99,test
3490,31,100,test
3491,31,101,test
3492,31,102,test
3493,31,103,test
3494,31,104,train
3495,31,105,train
3496,31,106,test
3497,31,107,test
3498,31,108,test
3499,31,109,train
3500,31,110,test
3501,31,111,test
3502,31,112,test
3503,32,0,test
3504,32,1,train
3505,32,2,test
3506,32,3,train
3507,32,4,test
3508,32,5,test
3509,32,6,test
3510,32,7,test
3511,32,8,test
3512,32,9,test
3513,32,10,train
3514,32,11,test
3515,32,12,test
3516,32,13,train
3517,32,14,test
3518,32,15,train
3519,32,16,test
3520,32,17,test
3521,32,18,train
3522,32,19,test
3523,32,20,test
3524,32,21,test
3525,32,22,test
3526,32,23,test
3527,32,24,test
3528,32,25,test
3529,32,26,train
3530,32,27,train
3531,32,28,test
3532,32,29,test
3533,32,30,test
3534,32,31,test
3535,32,32,train
3536,32,33,test
3537,32,34,test
3538,32,35,test
3539,32,36,train
3540,32,37,test
3541,32,38,train
3542,32,39,train
3543,32,40,train
3544,32,41,train
3545,32,42,test
3546,32,43,test
3547,32,44,test
3548,32,45,test
3549,32,46,train
3550,32,47,train
3551,32,48,test
3552,32,49,train
3553,32,50,test
3554,32,51,train
3555,32,52,test
3556,32,53,test
3557,32,54,test
3558,32,55,train
3559,32,56,test
3560,32,57,test
3561,32,58,test
3562,32,59,train
3563,32,60,test
3564,32,61,train
3565,32,62,test
3566,32,63,test
3567,32,64,train
3568,32,65,test
3569,32,66,train
3570,32,67,test
3571,32,68,test
3572,32,69,test
3573,32,70,train
3574,32,71,train
3575,32,72,test
3576,32,73,train
3577,32,74,test
3578,32,75,test
3579,32,76,train
3580,32,77,test
3581,32,78,train
3582,32,79,test
3583,32,80,test
3584,32,81,test
3585,32,82,test
3586,32,83,train
3587,32,84,test
3588,32,85,test
3589,32,86,test
3590,32,87,test
3591,32,88,test
3592,32,89,train
3593,32,90,test
3594,32,91,test
3595,32,92,test
3596,32,93,test
3597,32,94,train
3598,32,95,test
3599,32,96,train
3600,32,97,test
3601,32,98,test
3602,32,99,test
3603,32,100,test
3604,32,101,train
3605,32,102,test
3606,32,103,train
3607,32,104,train
3608,32,105,test
3609,32,106,test
3610,32,107,train
3611,32,108,test
3612,32,109,test
3613,32,110,test
3614,32,111,train
3615,32,112,train
3616,33,0,train
3617,33,1,test
3618,33,2,test
3619,33,3,test
3620,33,4,test
3621,33,5,test
3622,33,6,test
3623,33,7,test
3624,33,8,test
3625,33,9,test
3626,33,10,test
3627,33,11,test
3628,33,12,test
3629,33,13,test
3630,33,14,test
3631,33,15,train
3632,33,16,train
3633,33,17,test
3634,33,18,test
3635,33,19,test
3636,33,20,test
3637,33,21,test
3638,33,22,train
3639,33,23,test
3640,33,24,train
3641,33,25,test
3642,33,26,train
3643,33,27,test
3644,33,28,test
3645,33,29,train
3646,33,30,test
3647,33,31,test
3648,33,32,test
3649,33,33,test
3650,33,34,test
3651,33,35,train
3652,33,36,test
3653,33,37,test
3654,33,38,train
3655,33,39,test
3656,33,40,test
3657,33,41,test
3658,33,42,test
3659,33,43,test
3660,33,44,train
3661,33,45,test
3662,33,46,train
3663,33,47,test
3664,33,48,train
3665,33,49,test
3666,33,50,test
3667,33,51,train
3668,33,52,train
3669,33,53,test
3670,33,54,train
3671,33,55,train
3672,33,56,test
3673,33,57,test
3674,33,58,test
3675,33,59,test
3676,33,60,test
3677,33,61,train
3678,33,62,test
3679,33,63,test
3680,33,64,test
3681,33,65,test
3682,33,66,train
3683,33,67,test
3684,33,68,test
3685,33,69,test
3686,33,70,test
3687,33,71,test
3688,33,72,test
3689,33,73,test
3690,33,74,test
3691,33,75,test
3692,33,76,test
3693,33,77,test
3694,33,78,test
3695,33,79,test
3696,33,80,test
3697,33,81,test
3698,33,82,train
3699,33,83,test
3700,33,84,test
3701,33,85,train
3702,33,86,test
3703,33,87,train
3704,33,88,train
3705,33,89,test
3706,33,90,test
3707,33,91,test
3708,33,92,train
3709,33,93,test
3710,33,94,test
3711,33,95,test
3712,33,96,test
3713,33,97,test
3714,33,98,test
3715,33,99,train
3716,33,100,test
3717,33,101,test
3718,33,102,train
3719,33,103,test
3720,33,104,train
3721,33,105,train
3722,33,106,test
3723,33,107,train
3724,33,108,test
3725,33,109,test
3726,33,110,test
3727,33,111,test
3728,33,112,test
3729,34,0,train
3730,34,1,test
3731,34,2,train
3732,34,3,test
3733,34,4,test
3734,34,5,test
3735,34,6,test
3736,34,7,train
3737,34,8,test
3738,34,9,train
3739,34,10,train
3740,34,11,test
3741,34,12,train
3742,34,13,test
3743,34,14,test
3744,34,15,test
3745,34,16,test
3746,34,17,test
3747,34,18,train
3748,34,19,test
3749,34,20,test
3750,34,21,test
3751,34,22,test
3752,34,23,test
3753,34,24,train
3754,34,25,test
3755,34,26,train
3756,34,27,test
3757,34,28,test
3758,34,29,test
3759,34,30,test
3760,34,31,train
3761,34,32,test
3762,34,33,test
3763,34,34,test
3764,34,35,test
3765,34,36,test
3766,34,37,train
3767,34,38,train
3768,34,39,test
3769,34,40,train
3770,34,41,test
3771,34,42,test
3772,34,43,test
3773,34,44,test
3774,34,45,test
3775,34,46,test
3776,34,47,test
3777,34,48,test
3778,34,49,test
3779,34,50,test
3780,34,51,train
3781,34,52,test
3782,34,53,train
3783,34,54,train
3784,34,55,train
3785,34,56,test
3786,34,57,train
3787,34,58,test
3788,34,59,test
3789,34,60,train
3790,34,61,test
3791,34,62,test
3792,34,63,test
3793,34,64,train
3794,34,65,test
3795,34,66,train
3796,34,67,test
3797,34,68,test
3798,34,69,test
3799,34,70,test
3800,34,71,train
3801,34,72,test
3802,34,73,test
3803,34,74,test
3804,34,75,test
3805,34,76,train
3806,34,77,test
3807,34,78,train
3808,34,79,test
3809,34,80,train
3810,34,81,train
3811,34,82,test
3812,34,83,test
3813,34,84,test
3814,34,85,test
3815,34,86,test
3816,34,87,test
3817,34,88,test
3818,34,89,train
3819,34,90,train
3820,34,91,test
3821,34,92,test
3822,34,93,train
3823,34,94,train
3824,34,95,test
3825,34,96,test
3826,34,97,test
3827,34,98,test
3828,34,99,test
3829,34,100,train
3830,34,101,test
3831,34,102,test
3832,34,103,train
3833,34,104,test
3834,34,105,test
3835,34,106,test
3836,34,107,test
3837,34,108,test
3838,34,109,train
3839,34,110,test
3840,34,111,test
3841,34,112,test
3842,35,0,test
3843,35,1,test
3844,35,2,train
3845,35,3,train
3846,35,4,test
3847,35,5,test
3848,35,6,test
3849,35,7,train
3850,35,8,test
3851,35,9,test
3852,35,10,test
3853,35,11,test
3854,35,12,test
3855,35,13,test
3856,35,14,test
3857,35,15,train
3858,35,16,test
3859,35,17,test
3860,35,18,test
3861,35,19,test
3862,35,20,test
3863,35,21,test
3864,35,22,train
3865,35,23,train
3866,35,24,test
3867,35,25,test
3868,35,26,test
3869,35,27,train
3870,35,28,test
3871,35,29,test
3872,35,30,test
3873,35,31,test
3874,35,32,test
3875,35,33,test
3876,35,34,test
3877,35,35,train
3878,35,36,test
3879,35,37,test
3880,35,38,train
3881,35,39,test
3882,35,40,test
3883,35,41,train
3884,35,42,train
3885,35,43,test
3886,35,44,test
3887,35,45,test
3888,35,46,test
3889,35,47,test
3890,35,48,test
3891,35,49,test
3892,35,50,test
3893,35,51,test
3894,35,52,train
3895,35,53,train
3896,35,54,test
3897,35,55,test
3898,35,56,test
3899,35,57,test
3900,35,58,test
3901,35,59,test
3902,35,60,test
3903,35,61,test
3904,35,62,test
3905,35,63,train
3906,35,64,test
3907,35,65,train
3908,35,66,test
3909,35,67,test
3910,35,68,test
3911,35,69,train
3912,35,70,test
3913,35,71,train
3914,35,72,train
3915,35,73,train
3916,35,74,test
3917,35,75,train
3918,35,76,test
3919,35,77,test
3920,35,78,test
3921,35,79,test
3922,35,80,test
3923,35,81,test
3924,35,82,test
3925,35,83,test
3926,35,84,test
3927,35,85,train
3928,35,86,test
3929,35,87,test
3930,35,88,test
3931,35,89,test
3932,35,90,train
3933,35,91,train
3934,35,92,train
3935,35,93,test
3936,35,94,test
3937,35,95,test
3938,35,96,train
3939,35,97,test
3940,35,98,train
3941,35,99,test
3942,35,100,test
3943,35,101,test
3944,35,102,test
3945,35,103,test
3946,35,104,test
3947,35,105,test
3948,35,106,test
3949,35,107,test
3950,35,108,test
3951,35,109,test
3952,35,110,test
3953,35,111,test
3954,35,112,test
3955,36,0,train
3956,36,1,test
3957,36,2,train
3958,36,3,test
3959,36,4,train
3960,36,5,test
3961,36,6,test
3962,36,7,test
3963,36,8,test
3964,36,9,train
3965,36,10,test
3966,36,11,test
3967,36,12,test
3968,36,13,test
3969,36,14,test
3970,36,15,test
3971,36,16,test
3972,36,17,test
3973,36,18,test
3974,36,19,test
3975,36,20,test
3976,36,21,test
3977,36,22,test
3978,36,23,test
3979,36,24,test
3980,36,25,test
3981,36,26,test
3982,36,27,test
3983,36,28,test
3984,36,29,test
3985,36,30,test
3986,36,31,test
3987,36,32,test
3988,36,33,test
3989,36,34,test
3990,36,35,test
3991,36,36,test
3992,36,37,train
3993,36,38,test
3994,36,39,test
3995,36,40,test
3996,36,41,test
3997,36,42,test
3998,36,43,train
3999,36,44,test
4000,36,45,test
4001,36,46,train
4002,36,47,test
4003,36,48,train
4004,36,49,train
4005,36,50,test
4006,36,51,test
4007,36,52,test
4008,36,53,test
4009,36,54,test
4010,36,55,test
4011,36,56,test
4012,36,57,test
4013,36,58,test
4014,36,59,test
4015,36,60,train
4016,36,61,test
4017,36,62,test
4018,36,63,test
4019,36,64,test
4020,36,65,test
4021,36,66,train
4022,36,67,test
4023,36,68,train
4024,36,69,train
4025,36,70,test
4026,36,71,test
4027,36,72,test
4028,36,73,test
4029,36,74,test
4030,36,75,test
4031,36,76,train
4032,36,77,test
4033,36,78,test
4034,36,79,test
4035,36,80,test
4036,36,81,train
4037,36,82,test
4038,36,83,test
4039,36,84,test
4040,36,85,test
4041,36,86,train
4042,36,87,test
4043,36,88,test
4044,36,89,test
4045,36,90,train
4046,36,91,test
4047,36,92,test
4048,36,93,train
4049,36,94,test
4050,36,95,test
4051,36,96,test
4052,36,97,test
4053,36,98,test
4054,36,99,test
4055,36,100,test
4056,36,101,train
4057,36,102,test
4058,36,103,train
4059,36,104,test
4060,36,105,test
4061,36,106,test
4062,36,107,test
4063,36,108,test
4064,36,109,test
4065,36,110,test
4066,36,111,test
4067,36,112,test
4068,37,0,train
4069,37,1,test
4070,37,2,train
4071,37,3,test
4072,37,4,test
4073,37,5,test
4074,37,6,train
4075,37,7,test
4076,37,8,test
4077,37,9,test
4078,37,10,test
4079,37,11,train
4080,37,12,test
4081,37,13,train
4082,37,14,test
4083,37,15,train
4084,37,16,test
4085,37,17,test
4086,37,18,test
4087,37,19,test
4088,37,20,test
4089,37,21,test
4090,37,22,test
4091,37,23,test
4092,37,24,test
4093,37,25,test
4094,37,26,train
4095,37,27,test
4096,37,28,test
4097,37,29,test
4098,37,30,train
4099,37,31,train
4100,37,32,test
4101,37,33,test
4102,37,34,test
4103,37,35,train
4104,37,36,train
4105,37,37,test
4106,37,38,test
4107,37,39,test
4108,37,40,train
4109,37,41,train
4110,37,42,test
4111,37,43,test
4112,37,44,test
4113,37,45,test
4114,37,46,test
4115,37,47,test
4116,37,48,test
4117,37,49,train
4118,37,50,test
4119,37,51,test
4120,37,52,train
4121,37,53,test
4122,37,54,train
4123,37,55,test
4124,37,56,train
4125,37,57,test
4126,37,58,train
4127,37,59,test
4128,37,60,test
4129,37,61,test
4130,37,62,test
4131,37,63,test
4132,37,64,train
4133,37,65,test
4134,37,66,test
4135,37,67,test
4136,37,68,test
4137,37,69,train
4138,37,70,test
4139,37,71,test
4140,37,72,test
4141,37,73,test
4142,37,74,train
4143,37,75,train
4144,37,76,test
4145,37,77,test
4146,37,78,train
4147,37,79,test
4148,37,80,train
4149,37,81,train
4150,37,82,test
4151,37,83,train
4152,37,84,train
4153,37,85,train
4154,37,86,test
4155,37,87,test
4156,37,88,test
4157,37,89,test
4158,37,90,train
4159,37,91,train
4160,37,92,train
4161,37,93,test
4162,37,94,train
4163,37,95,train
4164,37,96,test
4165,37,97,test
4166,37,98,test
4167,37,99,test
4168,37,100,test
4169,37,101,test
4170,37,102,train
4171,37,103,train
4172,37,104,test
4173,37,105,test
4174,37,106,train
4175,37,107,train
4176,37,108,test
4177,37,109,test
4178,37,110,train
4179,37,111,test
4180,37,112,train
4181,38,0,test
4182,38,1,test
4183,38,2,test
4184,38,3,test
4185,38,4,test
4186,38,5,test
4187,38,6,test
4188,38,7,test
4189,38,8,test
4190,38,9,test
4191,38,10,test
4192,38,11,test
4193,38,12,test
4194,38,13,train
4195,38,14,train
4196,38,15,test
4197,38,16,train
4198,38,17,test
4199,38,18,test
4200,38,19,train
4201,38,20,test
4202,38,21,train
4203,38,22,train
4204,38,23,test
4205,38,24,test
4206,38,25,test
4207,38,26,train
4208,38,27,train
4209,38,28,test
4210,38,29,test
4211,38,30,test
4212,38,31,test
4213,38,32,test
4214,38,33,train
4215,38,34,test
4216,38,35,test
4217,38,36,train
4218,38,37,test
4219,38,38,train
4220,38,39,train
4221,38,40,train
4222,38,41,test
4223,38,42,train
4224,38,43,train
4225,38,44,test
4226,38,45,train
4227,38,46,train
4228,38,47,test
4229,38,48,train
4230,38,49,test
4231,38,50,test
4232,38,51,test
4233,38,52,train
4234,38,53,test
4235,38,54,test
4236,38,55,train
4237,38,56,test
4238,38,57,train
4239,38,58,test
4240,38,59,test
4241,38,60,test
4242,38,61,test
4243,38,62,train
4244,38,63,test
4245,38,64,test
4246,38,65,test
4247,38,66,test
4248,38,67,train
4249,38,68,test
4250,38,69,test
4251,38,70,train
4252,38,71,train
4253,38,72,train
4254,38,73,test
4255,38,74,test
4256,38,75,test
4257,38,76,test
4258,38,77,train
4259,38,78,test
4260,38,79,train
4261,38,80,train
4262,38,81,test
4263,38,82,test
4264,38,83,test
4265,38,84,test
4266,38,85,train
4267,38,86,test
4268,38,87,test
4269,38,88,test
4270,38,89,train
4271,38,90,test
4272,38,91,test
4273,38,92,train
4274,38,93,test
4275,38,94,train
4276,38,95,test
4277,38,96,train
4278,38,97,test
4279,38,98,test
4280,38,99,test
4281,38,100,test
4282,38,101,test
4283,38,102,train
4284,38,103,train
4285,38,104,test
4286,38,105,test
4287,38,106,test
4288,38,107,test
4289,38,108,test
4290,38,109,train
4291,38,110,test
4292,38,111,test
4293,38,112,test
4294,39,0,test
4295,39,1,test
4296,39,2,train
4297,39,3,test
4298,39,4,test
4299,39,5,train
4300,39,6,train
4301,39,7,test
4302,39,8,test
4303,39,9,test
4304,39,10,test
4305,39,11,test
4306,39,12,test
4307,39,13,test
4308,39,14,test
4309,39,15,train
4310,39,16,test
4311,39,17,test
4312,39,18,test
4313,39,19,test
4314,39,20,test
4315,39,21,test
4316,39,22,train
4317,39,23,test
4318,39,24,train
4319,39,25,train
4320,39,26,test
4321,39,27,train
4322,39,28,test
4323,39,29,train
4324,39,30,train
4325,39,31,test
4326,39,32,train
4327,39,33,test
4328,39,34,train
4329,39,35,train
